N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2021.00002204-0,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,15/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002204-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002204-0
06.2021.00002206-1,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,14/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002206-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002206-1
06.2021.00002207-2,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,14/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002207-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002207-2
06.2021.00002209-4,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,14/6/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002209-4
06.2021.00002210-6,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,14/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002210-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002210-6
06.2021.00002212-8,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,24/5/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002212-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002212-8
06.2021.00002628-0,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,25/8/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002628-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002628-0
06.2021.00002630-2,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,08/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002630-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002630-2
06.2021.00002631-3,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,30/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002631-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002631-3
06.2021.00002632-4,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,07/7/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002632-4
06.2021.00002635-7,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,27/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002635-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002635-7
06.2021.00002675-7,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,07/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002675-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002675-7
06.2021.00002677-9,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,22/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00002677-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00002677-9
06.2021.00003834-2,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,27/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003834-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003834-2
06.2021.00003835-3,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,01/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003835-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003835-3
06.2021.00003879-7,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,04/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003879-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003879-7
06.2021.00003883-1,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,-,27/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003883-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003883-1
06.2021.00003884-2,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,06/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003884-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003884-2
06.2021.00003887-5,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,28/9/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003887-5
06.2021.00004304-5,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,04/2/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004304-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004304-5
06.2021.00004337-8,Irregularidade no atendimento,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,-,26/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004337-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004337-8
06.2021.00004447-7,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,25/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004447-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004447-7
06.2021.00004450-0,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,12/11/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004450-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004450-0
06.2022.00000011-6,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,22/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00000011-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000011-6
06.2022.00000013-8,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,28/1/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00000013-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000013-8
06.2022.00001043-6,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,30/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00001043-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00001043-6
06.2022.00001564-2,Produto Impróprio,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,23/6/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00001564-2
06.2022.00001834-0,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,-,26/4/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00001834-0
06.2022.00002437-4,Práticas Abusivas,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,-,04/11/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002437-4
06.2022.00003385-1,-,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,Sim,16/9/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003385-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003385-1
06.2022.00003617-0,Irregularidade no atendimento,Inquérito Civil,Jaraguá do Sul,7ª Promotoria de Justiça da Comarca de Jaraguá do Sul,-,17/3/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003617-0
06.2008.00001307-3,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,04/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2008.00001307-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2008.00001307-3
06.2009.00001371-0,MEIO AMBIENTE,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,24/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2009.00001371-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2009.00001371-0
06.2010.00004290-9,MEIO AMBIENTE,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2010.00004290-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2010.00004290-9
06.2012.00002925-5,Recolhimento e Tratamento de Lixo,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,13/5/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00002925-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00002925-5
06.2012.00002927-7,Recolhimento e Tratamento de Lixo,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,16/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00002927-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00002927-7
06.2012.00005747-3,Transporte Terrestre,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,05/3/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005747-3
06.2012.00006686-1,Contra a Flora,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,05/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00006686-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00006686-1
06.2014.00010494-7,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,10/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00010494-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00010494-7
06.2014.00010509-0,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,13/5/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00010509-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00010509-0
06.2014.00010512-4,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,22/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00010512-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00010512-4
06.2014.00010513-5,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,10/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00010513-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00010513-5
06.2014.00010519-0,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,10/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00010519-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00010519-0
06.2014.00011897-4,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,23/8/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00011897-4
06.2015.00004381-4,Produto Impróprio,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,27/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00004381-4
06.2015.00007447-3,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Não,22/1/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00007447-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00007447-3
06.2016.00002743-0,Produto Impróprio,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,23/2/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00002743-0
06.2016.00008983-7,Flora,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,26/2/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00008983-7
06.2017.00000859-1,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,20/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00000859-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000859-1
06.2017.00005574-0,Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,04/7/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00005574-0
06.2018.00000389-0,Flora,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,06/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000389-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000389-0
06.2018.00000693-1,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,12/8/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000693-1
06.2018.00000890-7,Crimes contra o Meio Ambiente e o Patrimônio Genético,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,21/10/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000890-7
06.2018.00001626-2,Ensino Fundamental e Médio,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,28/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00001626-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001626-2
06.2018.00005368-0,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,-,31/1/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005368-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005368-0
06.2019.00001019-4,Gestão Ambiental,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,05/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00001019-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001019-4
06.2020.00000872-2,Flora,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,17/4/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00000872-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000872-2
06.2021.00000355-3,-,Inquérito Civil,Joaçaba,1ª Promotoria de Justiça da Comarca de Joaçaba,Sim,26/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000355-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000355-3
06.2012.00010663-7,-,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,22/10/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00010663-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00010663-7
06.2015.00009189-4,Afastamento não autorizado (substitui Ausência na comarca),Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,08/2/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00009189-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00009189-4
06.2016.00005290-6,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,28/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00005290-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00005290-6
06.2017.00002704-4,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,02/5/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00002704-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00002704-4
06.2017.00005942-5,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,02/5/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00005942-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00005942-5
06.2017.00006185-3,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,05/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00006185-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006185-3
06.2017.00006467-2,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,17/9/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00006467-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006467-2
06.2018.00001864-9,Tratamento Médico-Hospitalar,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,09/11/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00001864-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001864-9
06.2018.00006031-4,-,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,23/10/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00006031-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00006031-4
06.2019.00005152-0,Dano ao Erário,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,19/5/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005152-0
06.2020.00002162-5,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,10/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002162-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002162-5
06.2021.00000181-1,Enriquecimento ilícito,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,19/5/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000181-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000181-1
06.2021.00001340-7,Afastamento não autorizado (substitui Ausência na comarca),Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,Sim,21/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00001340-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00001340-7
06.2022.00001681-9,Dano ao Erário,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,12/4/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00001681-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00001681-9
06.2022.00003509-3,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joaçaba,2ª Promotoria de Justiça da Comarca de Joaçaba,-,03/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003509-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003509-3
06.2016.00006058-3,Escolaridade,Inquérito Civil,Joinville,4ª Promotoria de Justiça da Comarca de Joinville,Sim,26/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00006058-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00006058-3
06.2017.00001957-7,Ensino Fundamental e Médio,Inquérito Civil,Joinville,4ª Promotoria de Justiça da Comarca de Joinville,-,25/5/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00001957-7
06.2015.00007913-5,Abuso de poder,Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,-,21/11/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00007913-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00007913-5
06.2016.00001950-7,Abuso de poder,Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,Sim,21/11/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00001950-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00001950-7
06.2018.00005404-5,Abuso de poder,Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,Sim,04/12/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005404-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005404-5
