N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2018.00005596-6,-,Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,-,06/11/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005596-6
06.2021.00003418-0,Afastamento não autorizado (substitui Ausência na comarca),Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,Sim,15/8/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003418-0
06.2021.00004749-6,Prestação de Contas - De Candidato,Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,Sim,13/9/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004749-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004749-6
06.2022.00003369-5,Afastamento não autorizado (substitui Ausência na comarca),Inquérito Civil,Joinville,12ª Promotoria de Justiça da Comarca de Joinville,Sim,06/10/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003369-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003369-5
06.2015.00005926-1,Incorporação Imobiliária,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,26/11/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00005926-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00005926-1
06.2017.00005451-9,Água e/ou Esgoto,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,24/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00005451-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00005451-9
06.2018.00001784-0,Dano ao Erário,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,25/4/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001784-0
06.2018.00005320-2,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,16/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005320-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005320-2
06.2018.00005493-4,Águas Públicas,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,20/10/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005493-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005493-4
06.2019.00000514-7,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,20/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000514-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000514-7
06.2019.00003652-9,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,22/8/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003652-9
06.2019.00005708-0,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,25/11/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00005708-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005708-0
06.2020.00000814-4,Repasse de Verbas Públicas,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,10/12/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000814-4
06.2020.00001994-1,-,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,31/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00001994-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001994-1
06.2020.00002456-6,-,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,30/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002456-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002456-6
06.2020.00002540-0,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,19/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002540-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002540-0
06.2020.00002541-0,-,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,19/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002541-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002541-0
06.2020.00002542-1,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,19/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002542-1
06.2020.00002543-2,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,19/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002543-2
06.2020.00004584-0,Práticas Abusivas,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,27/7/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004584-0
06.2021.00000299-8,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,15/3/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000299-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000299-8
06.2021.00003147-1,Edital,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,15/9/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003147-1
06.2022.00000012-7,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,15/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00000012-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000012-7
06.2022.00000927-3,-,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,11/2/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000927-3
06.2022.00000928-4,-,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,Sim,11/2/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00000928-4
06.2022.00002988-0,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,12/4/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002988-0
06.2022.00003720-3,Irregularidade no atendimento,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,16/5/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003720-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003720-3
06.2023.00000579-2,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,28/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2023.00000579-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2023.00000579-2
06.2023.00000580-4,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,08/5/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2023.00000580-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2023.00000580-4
06.2023.00000965-5,Produto Impróprio,Inquérito Civil,Joinville,13ª Promotoria de Justiça da Comarca de Joinville,-,05/5/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2023.00000965-5
06.2017.00000022-2,Crimes contra o Meio Ambiente e o Patrimônio Genético,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,16/5/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000022-2
06.2017.00003893-0,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,03/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00003893-0
06.2017.00004572-0,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,22/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004572-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004572-0
06.2017.00004805-0,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,27/5/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004805-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004805-0
06.2017.00004954-9,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,17/8/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004954-9
06.2017.00004957-1,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,09/11/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004957-1
06.2017.00004965-0,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,25/1/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004965-0
06.2017.00004969-3,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,24/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004969-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004969-3
06.2017.00004970-5,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,01/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004970-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004970-5
06.2017.00007574-7,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,17/5/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007574-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007574-7
06.2017.00007631-3,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,02/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007631-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007631-3
06.2017.00007639-0,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,07/2/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007639-0
06.2017.00007721-2,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,02/6/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007721-2
06.2018.00001526-3,Revogação/Concessão de Licença Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,20/4/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00001526-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001526-3
06.2018.00003950-0,Gestão Ambiental,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,13/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00003950-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00003950-0
06.2020.00002447-7,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,31/3/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00002447-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002447-7
06.2020.00004270-9,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,07/12/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004270-9
06.2020.00004294-2,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,02/12/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00004294-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004294-2
06.2020.00004347-4,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,27/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00004347-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004347-4
06.2020.00004376-3,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,03/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00004376-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004376-3
06.2020.00004752-6,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,02/6/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00004752-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004752-6
06.2021.00003042-8,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,13/7/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003042-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003042-8
06.2022.00002331-0,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,Sim,18/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00002331-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002331-0
06.2022.00003027-6,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,12/7/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003027-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003027-6
06.2023.00000833-4,-,Inquérito Civil,Joinville,14ª Promotoria de Justiça da Comarca de Joinville,-,11/4/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2023.00000833-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2023.00000833-4
06.2012.00001732-6,Abuso de poder,Inquérito Civil,Joinville,15ª Promotoria de Justiça da Comarca de Joinville,-,14/3/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00001732-6
06.2018.00001736-1,"Receber honorários, percentagens ou custas processuais",Inquérito Civil,Joinville,15ª Promotoria de Justiça da Comarca de Joinville,Sim,26/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001736-1
06.2021.00003513-4,Vigilância Sanitária e Epidemológica,Inquérito Civil,Joinville,15ª Promotoria de Justiça da Comarca de Joinville,-,27/8/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003513-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003513-4
06.2011.00007966-2,Improbidade Administrativa,Inquérito Civil,Joinville,20ª Promotoria de Justiça da Comarca de Joinville,Sim,12/8/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2011.00007966-2
06.2014.00008286-9,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Joinville,20ª Promotoria de Justiça da Comarca de Joinville,Sim,11/10/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00008286-9
06.2022.00003788-0,-,Inquérito Civil,Joinville,20ª Promotoria de Justiça da Comarca de Joinville,-,03/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00003788-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003788-0
06.2022.00004381-6,-,Inquérito Civil,Joinville,20ª Promotoria de Justiça da Comarca de Joinville,-,10/3/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00004381-6
06.2009.00004558-0,Da Poluição,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,Sim,30/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2009.00004558-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2009.00004558-0
06.2013.00010763-0,Revogação/Concessão de Licença Ambiental,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,Sim,11/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2013.00010763-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00010763-0
06.2014.00008504-4,-,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,-,13/10/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00008504-4
06.2015.00002882-4,Revogação/Concessão de Licença Ambiental,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,-,22/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00002882-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00002882-4
06.2015.00009145-0,-,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,Sim,11/7/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00009145-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00009145-0
06.2016.00002758-4,-,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,Sim,12/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00002758-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00002758-4
06.2016.00008438-6,Flora,Inquérito Civil,Joinville,21ª Promotoria de Justiça da Comarca de Joinville,-,10/11/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00008438-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00008438-6
